video_id,title,description,published_at,viewCount,likeCount,commentCount,duration
Q6hPCL4ZLa4,Get Clients via Cold Email-ing | Steps to writing a perfect cold email | Shruti Rajput,"Get Clients via Cold Email-ing | Steps to writing a perfect cold email | Shruti Rajput
How to write a cold email? Cold email for freelancing clients, marketing, getting a job.

Timestamps :
00:00 - Intro
00:35 - Subject/ Heading
02:11 - Examples
03:28 - Entering Paragraph
04:49 - sample
05:18 - Main body of the mail
07:04 - Sum up - summary
08:36 - Outro

💛 Fiverr Seo Course:- https://www.youtube.com/watch?v=mv_3JbZHx0Y
💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA
💛My 1st  Order Story:-https://youtu.be/Ho_arBGVx_0

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

🌟Tags 
How to get orders?
How to get clients?
How to write cold emails
Steps to writing a perfect cold email
how to get freelance clients
how to write the perfect email

🌟Hashtags 
#freelancing #orders #fiverr #shrutirajput",2022-05-02 12:30:08+00:00,11382,630,91,550
mYdKV2cYrLI,Learn Graphic Design For FREE! | Best 7 FREE Resources to Learn Graphic Designing,"Learn Graphic Design For FREE! | Best 7 FREE Resources to Learn Graphic Designing | Shruti Rajput

Timestamps
00:00 - Intro
00:44 - Gfxmentor
01:17 - What is UI/UX design?
01:57 - Figma
02:19 - Piximperfect
03:06 - Satori Graphics
03:48 - Canva
04:38 - Coursera
05:56 - outro

Graphic Design Courses:

💛 Graphic Design Elements for Non-Designers Specialization:-  https://www.coursera.org/specializations/graphic-design-elements-non-designers

💛Graphic Design Specialization:- https://www.coursera.org/specializations/graphic-design

💛Piximperfect: https://www.youtube.com/c/PiXimperfect

💛GFXMentor: https://www.youtube.com/c/GFXMentor

💛Satori Graphics:- https://www.youtube.com/c/SatoriGraphics

💛 Design with Canva:- https://www.youtube.com/c/DesignwithCanva

💛 Fiverr Seo Course:- https://www.youtube.com/watch?v=mv_3JbZHx0Y
💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA
💛My 1st  Order Story:-https://youtu.be/Ho_arBGVx_0

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

🌟 Tags  🌟
BEST FREE Graphic Design Courses
Learn Graphic Design For FREE
Free Graphic Designing Courses
Graphic Designing Course
Learn graphic design from scratch

🌟 Hashtags 🌟
#shrutirajput #graphicdesign #freelancing",2022-04-18 12:30:26+00:00,84829,3903,197,387
HPFfnCQpIHw,HOW TO EARN MONEY WITH CANVA ON FIVERR | Freelancing for Beginners | Shruti Rajput,"HOW TO EARN MONEY WITH CANVA ON FIVERR | Freelancing for Beginners | Shruti Rajput

Timestamps
00:00 - intro
01:07 - Me & Canva:)
01:07 - What can you sell?
02:34 - Where you can sell?
03:33 - What you need?
04:22 - Worksheets for students and teachers
05:14 - How to stand out the competition?
05:55 - Canva video editing (Basic)
06:22 - Canva Websites
06:38 - Social Media kit
07:08 - tip!
07:25 - Outro

💛 Fiverr Seo Course:- https://www.youtube.com/watch?v=mv_3JbZHx0Y
💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA
💛My 1st  Order Story:-https://youtu.be/Ho_arBGVx_0


🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

✨ Tags ✨
how to earn money with freelancing
freelancing for beginners
how to make money with canva
 ways to make money online
canva tutorial
Fiverr

✨ Hashtags ✨
#freelancing #fiverr #shrutirajput",2022-04-11 12:30:32+00:00,26019,1451,185,475
dj1nusJw9a4,My education?? Questions about freelancing | Shruti Rajput | Q&A PART-02,"Here is Q&A video after a long time!

Timestamps
00:00 - intro
00:17 - Questions 
14:00 - Outro

💛 Fiverr Seo Course:- https://www.youtube.com/watch?v=mv_3JbZHx0Y
💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""


✨ Tags ✨
what Is freelancing?, freelancer, shruti rajput, PeoplePerHour,Fiverr,Upwork, when i got my first order, how to start freelancing as a beginner,Fiverr online freelancing essentials questions and answers, freelancing questions, Q&A,shruti rajput Fiverr, shruti rajput canva

✨ hashtags ✨
#shrutirajput #freelancing #fiverr #canva #website #fiverr #freelancing #gig",2022-04-04 11:00:12+00:00,6342,261,32,866
#NAME?,Monthly Income?  Is Canva enough? | Q&A Video | Shruti Rajput,"Monthly Income?  Is Canva enough? | Q&A Video | Shruti Rajput

Here is Q&A video after a long time!

Timestamps
00:00 - intro
00:40 - Questions 
12:20 - Outro

💛 Fiverr Seo Course:- https://www.youtube.com/watch?v=mv_3JbZHx0Y
💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

✨ Tags ✨
what Is freelancing?,freelancer,shruti rajput,PeoplePerHour,fiverr,upwork,when i got my first order,how to start freelancing as a beginner,fiverr online freelancing essentials questions and answers,freelancing questions,Q&A,shruti rajput fiverr,shruti rajput canva

✨ hashtags ✨
#shrutirajput #freelancing #fiverr #canva #website #fiverr #freelancing #gig",2022-03-26 11:30:11+00:00,12815,584,83,770
ET0shFRnZCo,EARN $5/Hour EASY Skills Required Easiest Way to Make Money Online!,"In this video, I talk about a gig/service with which you can make over Rs. $5/day with no skills, no experience, work from home. This is an easy way to make money online. The gig is Pinterest pins!

Timestamps
00:00 - intro
01:22 - Keyword Research
02:29 - Gig analyzing
05:26 - Creating pins on canvas
09:29 - outro

💛 Fiverr Seo Course:- https://www.youtube.com/watch?v=mv_3JbZHx0Y
💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

✨ Tags ✨
EASY SKILL
EASY SKILLS TO MAKE MONEY
FIVERR AND CANVA
CANVA
FIVERR FREELANCING

✨ hashtags ✨
#shrutirajput #freelancing #fiverr #canva #website #fiverr #freelancing #gig",2022-03-17 10:30:12+00:00,14382,725,94,592
Ho_arBGVx_0,My 1st  Order Story | Honest talk - Shruti Rajput,"My 1st  Order Story | Honest talk - Shruti Rajput

💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

❤️ Fiverr Workflow process:- https://youtu.be/sBJD1uAzUQY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

✨ Tags ✨
How to get the order on Fiverr
Fiverr
Buyer requests
Freelancing
Fiverr Orders

✨ hashtags ✨
#shrutirajput #freelancing #fiverr #canva #website #fiverr #freelancing #gig",2022-03-10 10:30:26+00:00,40813,1921,155,462
5IxvtJOKWIU,How to EARN MONEY from Mobile Phone | START Freelancing on Mobile Phone,"How to EARN MONEY from Mobile Phone in India | Make Money Online | Work From Home Jobs

💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

❤️ Fiverr Workflow process:- https://youtu.be/sBJD1uAzUQY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

✨ Tags ✨
How to EARN MONEY from Mobile Phone 
START Freelancing on Mobile Phone
Fiverr Easy skills
Earn money from a phone


✨ hashtags ✨
#shrutirajput #freelancing #fiverr #canva #website #fiverr #freelancing #gig",2022-03-03 10:30:12+00:00,46214,2123,227,630
aa37xLfBb38,How To Make Thumbnails For YouTube Videos for free!,"How to create thumbnails for free?

Hello Everyone,
In today’s video, I will show you how to create thumbnails for free on canva🍀
Make sure to watch till the end 💛

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

❤️ Fiverr Workflow process:- https://youtu.be/sBJD1uAzUQY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

✨ Tags ✨

how to create thumbnails 
How to Edit thumbnails
Thumbnail editing
Thumbnails for free

✨ hashtags ✨

#thumbnails #canva #shrutirajput  #portfolio #gig",2022-02-24 10:30:13+00:00,48422,1631,187,433
Kp2HCiy68L0,How to Create a WEBSITE in Canva for FREE,"How to Create a WEBSITE in Canva for FREE 
Here's a step-by-step guide to create your own website at no cost using Canva

💛 MY WEBSITE:- https://dhtcrdytvt.my.canva.site/shrutirajput
💛 How To Use Canva For BEGINNERS:- https://youtu.be/8UnBtyn5J0Y
💛 How to Make a Freelancing Portfolio:- https://youtu.be/BjudzOzF3BA

00:00 - Intro
01:48 - 1st step for website creation
02:06 - Selecting website template
02:37 - Customising template
03:33 - How to link different pages
04:15 - Adding different elements to the page
05:08 - Linking YT videos
07:42 - Adding Characters
09:09 - Website process (Time-lapse)
09:58 - Adding social media handles
11:59 - PUBLISHING
14:03 - Outro

🌟🌍🌟Where to find me?🌟🌍🌟
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958

❤️I Earned $10 in just 30 minutes(check the video):- https://youtu.be/AOSbJqKRj-M

❤️want to learn about freelancing:- https://youtu.be/OP23kjeMUsE

❤️How To Create Seller Account on Fiverr:-  https://youtu.be/F-P_mVUJXII

❤️Gig ranking - https://youtu.be/p38FlBdEGpE

❤️how to create a gig that ranks on Fiverr - https://youtu.be/G6_FNJEnLAk

❤️Effective Gig Image on Fiverr - https://youtu.be/-9UqaJQw6w8

❤️ My freelancing Journey:- https://youtu.be/gMH_A3SjeAY

❤️ Fiverr Workflow process:- https://youtu.be/sBJD1uAzUQY

JOURNAL:- https://amzn.to/3wrwTce
🌟Neon ""S"" - https://amzn.to/3AEPNzF
🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
🌟Ring Light - https://amzn.to/3A1ZPun
🌟Headphone - https://amzn.to/3A7StFs
🌟Jupiter - https://amzn.to/3qHdsLf

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

""Don't Forget to Share this Video""

🌟Subtitles by: 
Tushar Kumar Ram: Email - tusharkumarram11@gmail.com

✨ Tags ✨
how to create a website in canva
create a website in canva
how to make a website in canva for free
Website in canva

✨ hashtags ✨
#shrutirajput #canva #website #fiverr #freelancing #gig",2022-02-16 09:30:13+00:00,54216,2251,316,883
